,Comment,comment_clean,sentiment_scores,compound_score,sentence_sentiment
4850,"Elijah demonstrated a very good understanding of the distributed system, computer networking and problem-solving. He managed to synchronize with various stakeholders ie NITAU, UNMC and teammates to get work done. A true demonstration of teamwork",elijah demonstrated a very good understanding of the distributed system computer networking and problemsolving he managed to synchronize with various stakeholders ie nitau unmc and teammates to get work done a true demonstration of teamwork,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.7501}",0.7501,Good
4851,presented fairly good web designs - 8/10 scale,presented fairly good web designs  scale,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Good
4852,had no knowledge about test environments - but at the end of the week was able to pick basic concepts on application unit testing with help of Brian (assistant supervisor),had no knowledge about test environments  but at the end of the week was able to pick basic concepts on application unit testing with help of brian,"{'neg': 0.048, 'neu': 0.845, 'pos': 0.107, 'compound': 0.4497}",0.4497,Good
4853,.,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4854,I have asked Halimah to start working on her internship report and submit it for review.,i have asked halimah to start working on her internship report and submit it for review,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4856,"Completed:
               Configuring the network (VLAN) using the network software (Putty)
                Configuring the network devices (router, switches, computers)
               Creation of Vlans, and general security network configurations.
               Trunking ports and setting the Access ports as per the identified Vlans   
               Configuring DHCP server on a router","completed
               configuring the network 
                configuring the network devices 
               creation of vlans and general security network configurations
               trunking ports and setting the access ports as per the identified vlans   
               configuring dhcp server on a router","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5423}",0.5423,Good
4861,Christine has managed to complete internship. She is supposed to present end of internship report explaining in detail all the new skills he has acquired.,christine has managed to complete internship she is supposed to present end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4862,Innocent is almost done with internship. I encourage her to use the remaining time to concentrate on the semester load and the same time start writting end of internship report.,innocent is almost done with internship i encourage her to use the remaining time to concentrate on the semester load and the same time start writting end of internship report,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.6908}",0.6908,Good
4863,None,none,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4864,Innocent has successfully finished internship. She is supposed to present end of internship report explaining in detail all the new skills she has acquired.,innocent has successfully finished internship she is supposed to present end of internship report explaining in detail all the new skills she has acquired,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.6808}",0.6808,Good
4865,Commendable job on preparing for the last cloud computing conversations event.,commendable job on preparing for the last cloud computing conversations event,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4866,Joshua finalized with the Data manipulation system using Django and python libraries. Thanks for the cooperation and great work done.,joshua finalized with the data manipulation system using django and python libraries thanks for the cooperation and great work done,"{'neg': 0.084, 'neu': 0.649, 'pos': 0.267, 'compound': 0.7003}",0.7003,Good
4868,Good please keep it up,good please keep it up,"{'neg': 0.0, 'neu': 0.366, 'pos': 0.634, 'compound': 0.6369}",0.6369,Good
4869,well adjusted with other developers at Gandapps and got acquainted with technologies we employ here. though still needs so much mentoring to fully be part and parcel with it all,well adjusted with other developers at gandapps and got acquainted with technologies we employ here though still needs so much mentoring to fully be part and parcel with it all,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2732}",0.2732,Good
4870,"Facing a new language and most of all, the assigned project is a FinTech subject, he is facing alot of bugs and errors however, gladly making research and reading about it and fixing the bugs, thats good",facing a new language and most of all the assigned project is a fintech subject he is facing alot of bugs and errors however gladly making research and reading about it and fixing the bugs thats good,"{'neg': 0.058, 'neu': 0.815, 'pos': 0.127, 'compound': 0.4404}",0.4404,Good
4871,Very good and good understanding Computer problem Diagnostics,very good and good understanding computer problem diagnostics,"{'neg': 0.192, 'neu': 0.356, 'pos': 0.452, 'compound': 0.5657}",0.5657,Good
4873,Its good that you are finding a working structure. This is good training indeed.,its good that you are finding a working structure this is good training indeed,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.7003}",0.7003,Good
4874,She managed to design a simple FLyer and Business Card for herself using Adobe Photoshop and Illustrator.,she managed to design a simple flyer and business card for herself using adobe photoshop and illustrator,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
4875,She can do well if more efforts are invested.,she can do well if more efforts are invested,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}",0.2732,Good
4876,Very Good Knowledge of Computer,very good knowledge of computer,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,Good
4877,"Successfully installed Microsoft word to the computers and modification of the system
Improved time management despite required attention from university activities.","successfully installed microsoft word to the computers and modification of the system
improved time management despite required attention from university activities","{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.743}",0.743,Good
4878,Hope you have learned something from your experience with the bank. Best of luck in rest of your studies.,hope you have learned something from your experience with the bank best of luck in rest of your studies,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.8779}",0.8779,Excellent
4879,"Improved inter personal skill while working with staff and fellow interns.
Confident while carrying out tasks.","improved inter personal skill while working with staff and fellow interns
confident while carrying out tasks","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.743}",0.743,Good
4880,Timothy has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.,timothy has successfully finished internship he is supposed to present end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}",0.4939,Good
4881,"Despite a few challenges, Bonny has managed to complete internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.",despite a few challenges bonny has managed to complete internship he is supposed to present end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.0572}",-0.0572,Poor
4882,Muhammad has successfully finished internship. He is supposed to present end of internship report explaining in detail all the new skills he has acquired.,muhammad has successfully finished internship he is supposed to present end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}",0.4939,Good
